Department,Attendance (%),Midterm_Score,Final_Score,Assignments_Avg,Quizzes_Avg,Participation_Score,Projects_Score,Study_Hours_per_Week,Extracurricular_Activities,Internet_Access_at_Home,Family_Income_Level,Stress_Level (1-10),Sleep_Hours_per_Night
Mathematics,87.46,42.72,42.89,74.79,61.72,9.6,62.18,26.2,Yes,Yes,Low,9,4.9
Business,82.42,98.21,69.95,94.86,90.81,30.6,80.75,17.1,Yes,No,Medium,1,7.6
Engineering,74.81,96.02,75.85,99.87,85.6,44.6,57.06,19.2,No,No,Medium,4,8.5
Mathematics,91.65,88.83,54.22,69.92,86.96,43.8,69.92,24.8,No,No,Medium,10,5.6
Engineering,80.41,40.17,60.18,57.32,77.28,32.3,76.96,27.4,Yes,No,Medium,2,8.2
Mathematics,85.13,49.59,54.71,69.93,85.07,13.6,55.02,23.7,Yes,Yes,High,7,5.9
Engineering,77.37,87.58,78.44,50.51,66.31,56.3,71.78,21.6,Yes,No,High,4,6.1
Mathematics,82.57,94.6,70.88,68.26,51.55,19.8,95.86,8.7,Yes,No,Medium,4,7.7
Engineering,63.25,72.86,90.87,79.21,74.69,1.7000000000000002,60.15,17.1,No,Yes,High,8,5.8
Mathematics,95.88,99.12,85.55,78.58,71.22,14.1,93.29,14.3,Yes,No,Medium,10,8.8
CS,92.59,99.28,58.16,55.01,75.7,81.5,62.14,24.3,No,Yes,High,10,6.5
Mathematics,51.08,86.9,47.62,62.85,86.65,60.5,88.72,10.5,Yes,Yes,High,4,4.7
CS,80.23,77.92,56.57,72.71,78.01,76.2,99.34,24.4,No,No,Medium,8,8.4
Engineering,71.18,75.0,50.76,83.07,85.15,37.1,53.48,22.0,Yes,Yes,Medium,4,4.4
Business,76.16,78.12,52.81,89.39,96.89,89.9,79.61,13.0,Yes,Yes,Medium,3,5.1
Engineering,68.68,74.46,47.76,50.04,99.55,38.5,68.45,7.4,Yes,Yes,Medium,7,8.4
Mathematics,51.96,77.75,53.26,68.8,56.58,25.3,76.25,24.1,No,Yes,Low,7,6.8
CS,71.25,83.14,70.48,53.94,78.36,0.2,73.85,8.0,Yes,No,High,1,8.4
Business,90.43,91.72,97.72,84.53,51.61,73.7,72.93,5.5,Yes,Yes,High,3,7.8
Mathematics,74.56,83.49,50.03,56.35,74.06,71.3,86.56,29.8,No,No,Medium,2,4.2
Engineering,66.68,40.06,66.67,91.55,64.92,66.8,81.05,20.2,No,No,High,2,5.8
Engineering,84.42,69.31,65.25,88.6,53.88,42.7,78.52,28.7,No,Yes,High,2,4.7
Engineering,71.96,76.15,94.71,94.47,56.65,17.5,50.59,13.0,Yes,Yes,High,7,7.6
Business,97.71,57.27,74.0,74.23,98.23,88.0,98.23,27.1,No,No,Low,4,4.3
Business,59.36,63.66,72.94,77.61,89.77,34.4,68.5,28.9,No,Yes,Low,8,7.2
Business,78.68,77.15,85.11,91.9,91.43,13.3,88.06,23.0,Yes,Yes,High,1,4.1
CS,91.41,67.92,99.67,70.37,74.31,47.2,96.24,23.2,Yes,Yes,Low,8,8.9
Mathematics,96.43,83.59,63.48,78.7,77.48,59.8,80.94,21.4,No,No,Low,1,5.1
Mathematics,98.46,55.94,45.46,64.72,61.98,9.7,55.03,21.3,Yes,No,Medium,2,6.7
Business,74.14,93.47,73.99,89.56,81.18,57.9,70.9,11.0,No,No,Low,8,5.8
Business,89.99,43.21,57.96,67.46,78.59,87.0,56.08,15.3,Yes,Yes,Low,9,6.7
Business,51.45,56.29,96.73,75.75,70.02,2.0,83.21,27.0,No,Yes,High,6,5.0
Mathematics,68.64,48.33,91.08,99.79,84.26,16.1,94.62,13.4,Yes,Yes,Medium,6,7.6
Business,55.79,42.25,76.44,80.83,65.5,31.1,88.39,16.8,Yes,No,Low,7,8.3
CS,95.74,64.29,82.19,71.28,50.61,40.9,75.92,22.3,No,No,High,5,4.5
CS,55.58,91.78,57.0,79.0,55.96,59.5,61.07,10.7,Yes,No,Medium,4,6.0
Business,62.65,64.62,40.61,84.51,61.2,81.4,96.29,27.1,Yes,Yes,Medium,6,8.6
CS,74.07,70.89,96.25,83.92,73.1,44.1,75.79,18.8,Yes,Yes,Low,10,8.8
Business,52.67,75.91,91.45,97.24,76.14,29.4,60.22,7.7,Yes,Yes,High,5,4.8
Mathematics,63.57,55.38,48.74,94.62,71.17,88.3,54.76,27.9,Yes,Yes,Medium,8,4.8
CS,69.0,76.21,93.58,94.75,72.22,2.9,78.87,26.6,No,Yes,Medium,2,8.1
Mathematics,66.24,98.1,76.3,97.55,54.29,41.900000000000006,95.41,29.6,No,Yes,Low,5,4.8
Mathematics,64.26,81.53,56.55,87.23,71.11,17.6,69.98,16.1,No,No,High,8,7.7
CS,63.11,81.72,70.84,56.97,71.41,18.2,89.35,12.9,Yes,Yes,Medium,7,7.2
CS,74.45,73.6,49.81,83.71,60.32,28.700000000000003,74.63,21.5,Yes,No,Medium,8,6.2
CS,59.86,81.55,93.91,80.6,82.43,15.3,76.67,19.6,No,No,Low,10,8.9
Business,91.89,79.57,40.26,61.39,55.54,28.0,67.33,9.7,No,Yes,Low,9,8.5
Business,73.33,95.2,81.83,60.46,80.97,61.3,71.74,26.3,No,No,Medium,4,5.1
Business,51.33,51.57,91.33,82.89,58.03,48.8,90.55,19.9,No,Yes,Medium,6,7.2
Mathematics,51.45,57.6,63.32,56.87,83.43,62.7,92.05,16.3,No,No,Low,8,4.6
Engineering,73.6,56.88,79.25,96.58,68.57,25.2,64.02,22.0,Yes,No,Low,5,4.0
Engineering,65.98,72.85,54.71,66.71,98.24,49.0,95.63,22.1,No,Yes,High,3,7.1
Engineering,80.75,94.79,64.14,55.39,99.63,12.7,63.56,19.4,Yes,No,Low,8,7.5
CS,83.33,51.04,56.17,70.85,97.57,93.1,96.76,20.6,No,Yes,Medium,8,4.7
Engineering,73.56,50.27,88.66,72.19,88.88,86.89999999999999,54.06,28.5,No,Yes,Medium,1,5.7
Engineering,66.23,97.74,76.23,55.15,86.19,70.4,93.08,26.7,Yes,Yes,Low,1,5.0
Engineering,84.38,48.36,86.95,70.7,80.3,0.8999999999999999,64.63,28.9,Yes,No,Medium,1,5.0
CS,52.53,62.93,66.39,83.0,80.39,97.1,55.05,25.1,Yes,No,Low,2,6.4
CS,67.63,83.31,93.25,51.82,96.18,54.5,92.47,8.9,Yes,No,Low,7,5.2
CS,86.92,66.04,58.03,81.61,93.71,86.7,76.7,29.3,No,No,Medium,9,5.7
Mathematics,50.22,86.35,43.63,68.91,95.83,92.4,70.38,16.7,Yes,Yes,Low,8,7.3
CS,77.33,62.14,83.51,59.12,86.86,12.5,56.89,5.0,No,Yes,Medium,1,8.2
Business,54.75,41.53,48.7,59.61,97.45,21.7,99.6,23.8,No,No,High,2,7.1
Engineering,79.41,65.74,94.06,53.35,60.72,29.0,85.32,27.9,Yes,No,Medium,1,6.2
Business,65.75,87.59,62.09,79.11,75.28,23.8,84.75,23.9,Yes,Yes,Medium,9,7.0
Mathematics,77.73,74.1,85.5,50.15,81.33,2.3000000000000003,61.1,5.7,Yes,Yes,Medium,7,6.9
CS,60.9,72.82,61.36,59.06,91.35,66.2,96.57,16.6,Yes,No,Medium,8,7.0
Mathematics,74.08,54.51,55.94,60.83,61.69,12.3,55.92,10.7,Yes,Yes,Low,7,5.4
Business,54.66,66.29,97.66,72.64,94.21,50.4,87.91,5.1,Yes,Yes,Low,5,8.5
Mathematics,61.44,75.29,51.93,78.36,75.66,79.4,59.02,9.6,No,No,High,2,7.7
Business,78.37,46.15,65.5,82.07,85.2,7.1,95.4,13.1,No,No,Low,6,5.7
CS,67.5,41.34,54.13,73.53,68.85,14.6,94.13,23.4,No,No,Medium,9,8.7
CS,83.06,84.52,92.03,88.15,65.02,51.0,63.13,6.5,Yes,Yes,Medium,9,7.2
CS,73.37,77.69,47.37,93.6,89.89,97.6,97.16,29.7,Yes,No,Medium,6,8.3
Mathematics,83.23,55.21,91.89,92.28,96.47,0.8,64.49,10.9,No,Yes,High,6,6.7
CS,59.46,54.56,54.54,94.09,68.81,43.4,72.87,22.9,Yes,Yes,High,1,4.0
Mathematics,94.06,80.07,98.91,74.82,78.97,83.10000000000001,58.14,10.1,Yes,Yes,Low,8,6.8
Engineering,58.61,98.06,50.07,57.23,70.75,97.1,83.43,7.3,No,Yes,Low,1,6.6
Engineering,93.55,80.31,74.52,89.47,55.87,64.3,83.59,21.2,No,No,Low,9,6.6
CS,63.62,59.66,44.55,97.57,78.48,11.2,95.4,12.7,Yes,Yes,High,2,6.6
Business,53.99,91.65,66.55,91.48,55.74,24.3,61.98,29.5,No,Yes,Medium,2,7.8
CS,58.47,77.4,61.87,79.53,53.75,93.0,86.92,25.9,No,Yes,High,8,5.8
Engineering,60.77,98.69,45.5,57.71,53.39,94.8,55.16,28.5,No,No,High,6,6.1
Business,61.17,69.02,49.22,89.92,92.69,0.1,89.6,16.3,Yes,Yes,Low,5,8.4
Mathematics,84.08,92.12,64.27,81.41,98.97,14.1,60.4,15.5,Yes,Yes,High,8,8.7
Mathematics,93.81,96.95,67.9,66.37,69.74,94.9,89.02,11.9,Yes,No,High,10,7.6
Engineering,84.31,69.61,73.74,67.78,63.8,85.7,56.09,18.1,Yes,Yes,Medium,6,5.3
CS,92.11,73.5,82.71,51.85,79.91,28.1,86.42,5.1,Yes,No,High,7,7.0
Business,91.24,66.65,88.97,93.75,65.11,66.8,77.64,28.5,Yes,No,Medium,3,8.1
Business,66.94,80.88,63.37,81.34,93.26,41.3,56.1,9.0,No,Yes,High,5,6.3
Engineering,64.55,50.72,66.97,74.77,79.96,6.0,86.56,10.9,No,Yes,Low,4,5.0
CS,60.86,88.15,77.15,90.7,89.94,70.1,97.05,17.5,Yes,No,Medium,10,8.3
Business,83.09,77.83,64.37,73.3,81.45,76.7,73.05,10.6,Yes,Yes,Low,4,4.8
Business,68.7,66.78,41.73,94.87,88.83,27.1,99.12,9.2,No,No,Low,9,5.8
Business,91.91,68.83,43.68,65.16,88.69,86.7,51.91,28.1,Yes,No,High,2,8.1
CS,89.57,48.99,93.02,85.22,57.31,67.4,64.28,23.5,Yes,Yes,High,10,6.6
Engineering,80.7,83.59,70.95,96.34,56.33,54.2,75.28,23.1,No,Yes,High,9,5.9
CS,90.97,57.23,69.23,69.11,87.29,89.1,70.32,16.6,Yes,Yes,Low,4,6.1
Business,59.26,49.64,71.92,81.77,83.78,21.200000000000003,52.0,28.6,Yes,No,Low,3,4.5
CS,83.96,50.99,94.2,53.99,53.04,7.5,55.11,25.3,No,Yes,High,7,6.9
CS,66.89,48.22,63.15,60.34,95.7,66.6,97.13,28.6,Yes,Yes,High,8,6.9
Engineering,99.73,81.09,87.01,71.16,50.34,76.8,84.67,19.3,No,Yes,Low,8,5.9
Engineering,87.05,69.91,67.66,69.29,66.23,7.3,52.9,11.0,Yes,No,Low,4,6.5
Engineering,51.59,70.92,64.44,89.38,69.36,74.3,83.86,25.3,Yes,No,High,9,5.9
Business,54.21,99.83,92.47,68.06,51.83,32.400000000000006,52.33,29.5,Yes,No,High,10,7.5
Engineering,50.49,74.97,99.96,95.64,82.17,57.8,96.86,20.8,No,Yes,High,9,6.3
CS,68.43,96.87,56.21,80.52,61.08,65.3,51.95,12.9,No,Yes,Medium,7,8.5
Mathematics,68.19,53.09,92.76,56.48,77.58,60.5,83.98,9.3,Yes,Yes,High,8,7.0
Business,75.29,65.63,70.05,93.26,61.8,96.3,59.31,17.3,Yes,No,Medium,1,7.9
Engineering,63.67,78.2,77.21,86.02,59.1,46.900000000000006,58.17,26.6,No,No,High,7,6.2
Engineering,83.35,60.79,43.3,53.67,53.76,18.0,59.89,7.5,No,No,Low,2,5.5
Engineering,97.97,92.28,52.36,95.17,56.57,51.2,72.44,27.4,Yes,Yes,Low,4,6.6
Engineering,66.23,50.45,41.87,92.76,73.33,61.0,85.49,10.0,Yes,No,Medium,5,6.4
CS,99.43,41.94,77.52,94.76,77.95,90.5,71.06,15.6,Yes,Yes,Medium,6,8.3
Mathematics,59.38,56.78,89.85,50.42,68.17,52.3,68.81,24.8,No,Yes,Medium,7,8.6
Business,84.87,66.41,51.31,57.07,98.82,89.80000000000001,56.38,11.2,Yes,Yes,Low,1,5.6
Engineering,99.3,71.9,57.66,67.35,53.14,92.4,85.57,19.9,Yes,No,High,3,6.6
Engineering,73.73,54.16,49.16,83.02,56.68,36.8,86.07,29.0,No,No,High,4,4.0
Engineering,87.62,99.84,78.9,95.2,77.48,68.1,56.6,14.9,Yes,No,High,8,5.4
CS,63.8,93.79,63.55,66.13,58.8,88.80000000000001,95.27,9.4,Yes,No,Low,3,8.2
Mathematics,51.65,81.17,72.87,58.56,86.29,24.3,83.21,11.9,Yes,Yes,High,1,4.0
Mathematics,93.1,86.61,76.23,81.93,51.98,11.9,56.13,17.0,No,No,Low,6,5.9
CS,59.04,94.21,42.7,65.27,63.69,71.5,64.62,13.3,No,Yes,Medium,3,5.3
Mathematics,55.2,81.21,45.71,51.27,91.52,26.5,70.92,12.9,Yes,No,Medium,6,6.9
Mathematics,51.49,78.19,60.32,58.88,93.33,50.2,87.98,9.5,No,No,Medium,9,8.4
Mathematics,85.43,64.07,67.42,59.07,72.27,41.7,64.41,6.9,No,Yes,Low,7,4.8
Mathematics,65.17,65.29,69.9,85.98,76.19,37.9,59.63,19.4,Yes,No,Medium,9,5.7
Mathematics,87.59,73.13,94.18,54.18,51.15,39.900000000000006,67.06,20.9,Yes,Yes,Low,2,6.5
Mathematics,72.27,76.55,85.41,95.54,71.27,40.4,80.8,5.9,No,No,Medium,10,5.1
Mathematics,94.42,60.22,48.95,90.02,79.86,82.8,92.6,26.8,Yes,No,Medium,10,4.1
Mathematics,59.32,80.65,80.5,80.04,76.07,70.7,54.19,27.8,Yes,Yes,High,1,6.7
Business,70.25,79.51,63.31,69.53,55.43,78.8,90.24,8.1,Yes,Yes,Low,2,7.6
Business,94.01,51.3,83.61,74.39,96.56,83.10000000000001,55.14,27.0,No,Yes,High,2,6.4
Business,75.7,81.36,71.18,82.1,96.31,95.9,93.25,28.6,No,No,Medium,10,4.5
Business,57.64,60.95,78.69,83.21,90.11,4.1,82.98,26.4,No,No,Low,9,7.8
Business,58.34,86.02,45.11,98.83,95.01,6.7,89.89,23.9,No,Yes,Low,10,8.9
Engineering,56.58,65.11,59.35,63.0,99.43,3.5,61.03,14.2,Yes,Yes,High,3,4.7
CS,60.47,92.92,67.45,51.48,56.69,26.7,82.17,19.6,No,No,Medium,6,5.6
CS,81.81,45.61,81.06,58.0,92.28,45.3,54.09,28.3,Yes,Yes,Low,7,7.9
Business,59.79,82.56,81.74,55.22,58.83,82.69999999999999,63.96,5.1,No,No,High,6,6.7
Engineering,51.78,97.19,89.85,66.48,77.07,8.4,57.82,29.5,No,Yes,High,3,7.0
Business,57.03,53.32,78.8,96.39,92.32,67.1,97.46,11.5,No,No,High,3,7.3
Engineering,70.87,86.13,83.21,57.54,86.73,65.1,98.52,20.1,Yes,No,Low,9,6.9
Mathematics,62.95,45.36,88.84,93.04,69.11,4.1,67.22,29.9,Yes,No,Low,10,8.9
Business,59.6,48.79,53.16,81.08,79.39,58.9,52.96,23.5,No,Yes,High,7,8.8
CS,53.17,50.8,73.53,62.94,64.83,20.3,73.95,13.5,Yes,No,Medium,7,4.5
Business,50.87,93.82,56.83,83.74,55.14,5.5,91.31,21.6,Yes,No,Medium,1,7.6
Mathematics,58.72,44.26,85.27,91.26,93.85,50.6,93.03,18.8,Yes,Yes,High,4,8.2
Mathematics,82.61,79.32,40.51,93.18,98.27,85.39999999999999,74.41,20.7,No,No,Medium,4,5.7
Business,87.31,98.89,40.43,86.44,73.83,23.0,53.86,5.7,Yes,Yes,Medium,1,5.3
Mathematics,85.31,84.55,52.59,96.32,59.19,94.6,71.92,22.6,No,No,High,8,8.9
Mathematics,71.09,86.12,46.71,83.98,52.13,87.4,62.22,11.5,Yes,Yes,High,2,4.7
CS,99.67,47.45,70.73,60.21,93.91,53.3,98.39,25.9,No,No,High,10,6.6
Mathematics,72.78,53.92,98.72,89.55,53.9,23.1,57.18,10.3,Yes,Yes,Low,7,6.4
Engineering,92.36,99.7,96.86,59.1,97.68,88.69999999999999,69.71,17.4,Yes,Yes,Low,4,5.0
Mathematics,99.83,68.47,70.06,97.71,96.04,92.1,51.03,20.0,No,Yes,High,9,5.5
Business,68.64,93.06,89.61,70.5,98.08,15.3,67.58,20.5,Yes,No,Medium,1,6.1
Mathematics,54.9,77.5,66.23,64.78,70.69,94.9,65.66,22.1,No,Yes,Low,10,7.1
Business,58.99,66.75,45.34,83.06,74.98,8.299999999999999,75.85,14.8,Yes,Yes,Medium,7,5.0
Engineering,77.72,74.62,47.36,82.67,62.37,85.3,85.1,24.5,No,No,Medium,8,5.2
Engineering,92.8,61.4,59.88,89.47,90.8,66.2,81.35,19.1,No,No,Low,3,8.9
Mathematics,61.52,86.48,92.17,75.39,85.94,65.19999999999999,52.29,15.2,Yes,Yes,High,1,8.9
CS,77.52,67.98,73.54,91.94,92.1,61.2,51.75,11.7,No,Yes,Low,5,7.6
CS,66.76,51.58,93.97,83.12,96.7,31.5,57.69,16.8,Yes,Yes,High,6,5.8
Business,67.1,86.51,77.13,73.55,81.55,70.5,60.78,5.3,Yes,No,Medium,1,4.3
CS,79.82,77.87,48.28,61.58,93.85,76.8,71.38,10.2,Yes,No,Medium,2,8.5
CS,51.75,90.03,55.36,89.01,79.7,14.7,93.94,13.9,No,No,High,7,8.6
Business,65.2,66.97,96.81,96.64,92.98,46.4,58.02,9.1,Yes,Yes,Medium,5,5.5
Business,79.55,74.32,73.4,69.36,59.92,55.7,67.27,25.3,Yes,Yes,High,2,7.1
Engineering,95.71,67.41,74.88,54.01,61.18,13.9,60.83,23.4,Yes,Yes,Medium,3,4.7
Engineering,83.97,73.28,59.59,68.84,54.11,58.0,93.91,6.1,No,Yes,Low,2,4.8
Mathematics,72.53,45.18,87.12,76.61,64.21,75.6,55.73,12.4,No,No,High,4,8.5
Business,70.68,53.02,45.65,65.2,96.57,27.6,63.48,6.4,Yes,No,High,10,5.6
Engineering,64.68,47.22,56.54,65.88,69.96,85.0,55.75,7.1,Yes,No,High,5,4.1
Business,98.14,73.69,74.81,76.23,98.22,26.9,69.87,13.3,No,Yes,Medium,2,8.6
Mathematics,65.21,48.95,66.71,60.7,52.48,26.1,53.57,26.6,No,Yes,High,7,8.0
Mathematics,66.55,95.03,85.51,62.31,59.05,13.2,63.54,28.5,Yes,No,Low,9,6.6
Business,71.73,90.77,98.74,61.58,77.18,91.6,78.09,15.6,Yes,Yes,Low,10,7.5
Business,55.99,94.52,72.13,89.14,94.21,18.8,96.03,19.3,Yes,No,High,7,6.9
CS,76.57,72.15,71.35,90.91,52.07,28.9,98.77,25.4,Yes,Yes,Medium,2,7.0
Engineering,78.39,71.01,66.41,73.86,51.39,13.5,85.11,29.6,Yes,Yes,High,7,8.0
Mathematics,83.53,49.46,68.66,88.13,57.01,19.5,78.33,11.9,No,Yes,Low,5,8.3
CS,79.57,59.31,93.81,58.4,83.39,84.3,54.15,29.0,Yes,No,High,4,5.1
Business,82.04,76.92,75.98,95.35,92.77,65.19999999999999,95.61,16.1,Yes,Yes,High,2,7.8
CS,60.98,53.55,42.51,74.64,77.79,79.4,72.81,22.9,No,No,Low,8,4.8
Business,67.45,44.87,42.56,77.21,69.65,88.0,75.83,20.4,No,Yes,Medium,3,8.1
CS,53.82,80.19,48.43,57.62,82.17,55.9,76.86,21.8,Yes,No,Medium,10,6.9
Engineering,65.97,87.83,82.18,92.69,80.38,55.2,72.14,12.1,No,No,Low,3,5.7
Mathematics,90.07,78.42,68.04,98.32,77.75,99.3,57.0,18.2,No,Yes,Low,8,6.3
Mathematics,56.82,86.13,40.81,75.12,94.66,13.8,56.4,7.2,No,Yes,Medium,3,7.3
Mathematics,73.14,62.79,42.41,53.38,70.86,59.1,92.19,6.4,No,No,Low,2,4.7
Engineering,85.88,91.31,96.94,78.22,59.62,27.5,68.51,8.9,Yes,No,High,9,5.9
Business,68.8,71.77,44.44,83.12,83.32,89.2,81.24,15.8,No,Yes,Medium,5,7.0
Business,74.83,71.31,48.83,96.92,70.41,13.8,82.85,14.5,No,Yes,High,4,8.4
Engineering,67.02,93.09,64.13,65.93,87.17,66.6,93.9,10.4,No,Yes,High,1,7.7
Mathematics,82.28,71.39,84.75,75.45,63.5,3.7,84.34,26.5,Yes,No,Low,5,4.5
Engineering,82.7,60.01,78.22,72.42,65.97,3.5,82.07,19.8,No,No,High,8,8.7
Mathematics,80.43,81.87,90.61,59.78,95.29,76.7,75.57,15.2,Yes,Yes,Low,10,5.1
Business,97.07,85.63,82.42,63.57,87.2,54.900000000000006,90.86,8.1,No,No,High,9,5.3
CS,60.92,57.83,55.3,69.45,58.91,93.4,92.71,24.2,Yes,No,Medium,1,5.1
Business,62.19,60.53,82.3,70.71,56.88,73.0,57.46,29.2,Yes,Yes,Low,6,6.2
CS,68.81,66.95,73.22,74.9,85.25,4.5,51.65,22.6,No,No,High,1,8.5
Engineering,96.55,72.53,58.5,70.8,91.48,14.8,99.91,14.5,Yes,Yes,High,2,4.4
Engineering,85.47,44.76,43.59,99.48,98.19,64.1,87.71,26.0,Yes,No,Medium,8,5.3
Engineering,98.7,40.86,70.79,54.82,61.94,24.2,87.79,20.6,No,No,Low,5,8.5
Business,75.2,99.75,56.29,54.95,61.46,62.9,64.46,5.9,Yes,No,Medium,5,4.8
Engineering,74.47,72.48,65.76,73.24,54.62,65.4,58.89,13.5,Yes,Yes,High,6,6.4
Business,64.83,94.91,78.8,99.47,97.43,6.5,82.77,22.2,No,Yes,Low,4,5.4
Business,88.04,60.37,60.08,57.73,69.97,1.5,59.86,26.8,Yes,Yes,High,8,9.0
Engineering,57.71,61.72,62.07,79.58,82.44,59.5,92.84,7.7,Yes,Yes,High,5,7.1
Engineering,78.33,71.4,41.52,70.14,89.09,50.6,87.99,22.7,No,No,High,9,8.3
CS,89.15,44.22,80.37,78.7,81.69,18.700000000000003,73.46,19.2,No,No,Low,10,6.9
Mathematics,79.86,80.23,62.26,66.31,61.02,84.2,98.46,9.9,No,Yes,Medium,9,7.8
Engineering,58.43,85.55,44.84,99.08,94.89,93.2,82.45,15.4,Yes,Yes,Medium,3,8.5
CS,59.99,94.87,69.11,73.47,88.44,50.3,75.24,18.3,No,Yes,Medium,9,5.0
Engineering,92.44,93.98,75.19,91.0,88.14,42.8,73.83,24.7,Yes,No,Low,2,7.2
Engineering,87.88,63.42,64.79,52.52,51.23,1.6,84.97,10.5,No,Yes,High,5,7.8
CS,66.44,93.81,55.03,52.94,94.46,37.3,74.5,9.0,Yes,Yes,Low,9,4.8
Business,95.42,64.86,44.91,55.06,82.91,6.5,90.1,14.6,Yes,No,Medium,1,5.4
CS,52.06,83.45,77.84,98.57,78.07,8.8,55.31,21.9,No,No,Low,3,4.6
Mathematics,91.7,69.97,49.68,96.37,68.05,33.6,79.2,28.2,No,No,Low,3,5.7
Engineering,96.59,87.96,88.49,73.36,80.69,90.1,66.05,8.6,Yes,Yes,Low,5,6.2
CS,54.94,92.77,56.1,92.87,99.61,85.39999999999999,97.83,25.2,Yes,Yes,Low,1,4.1
Engineering,87.79,99.56,49.38,83.12,59.83,93.6,50.23,20.8,Yes,Yes,Low,6,5.4
Business,71.28,74.03,89.49,57.21,51.03,87.0,84.83,15.8,No,No,High,7,5.0
Business,68.76,70.5,56.44,81.53,55.14,55.1,71.62,10.6,Yes,Yes,Medium,9,8.2
Engineering,89.96,88.48,53.83,57.57,75.45,80.7,61.41,17.7,Yes,No,High,5,5.6
Business,76.05,68.12,42.93,50.22,51.51,5.5,88.07,17.1,Yes,No,High,2,7.7
Engineering,71.37,67.2,85.39,80.81,76.86,96.9,91.16,7.4,No,Yes,Low,2,5.2
Business,52.81,85.45,76.57,92.55,94.09,8.100000000000001,81.61,9.8,No,Yes,Low,6,8.1
Mathematics,50.02,68.87,52.19,52.1,97.51,79.2,71.57,10.5,No,Yes,High,7,8.6
Mathematics,83.43,95.85,67.97,97.65,64.69,0.1,73.66,22.4,No,No,Low,6,5.7
Mathematics,64.89,98.0,53.22,65.01,63.57,36.7,66.37,29.1,Yes,No,Medium,3,6.1
Business,55.28,45.42,51.73,58.02,64.24,96.7,86.49,12.0,No,Yes,Medium,4,4.9
Engineering,87.29,75.32,67.25,92.05,79.17,49.8,81.61,13.4,No,Yes,Low,1,4.7
CS,85.02,99.62,53.95,78.02,73.36,25.0,59.02,18.2,No,Yes,Low,6,6.4
Engineering,75.09,90.41,96.77,62.63,98.36,78.89999999999999,73.52,7.7,No,No,Medium,6,8.1
Mathematics,65.96,66.05,58.74,80.24,59.39,78.60000000000001,85.27,16.8,No,Yes,High,7,4.6
Business,85.34,70.72,53.16,79.55,82.78,57.3,81.56,6.0,No,Yes,High,7,6.9
Business,97.11,89.45,46.05,70.61,81.49,57.5,71.79,15.0,No,Yes,Low,6,7.6
CS,76.09,57.75,69.33,70.56,89.75,72.1,65.04,18.4,Yes,Yes,Low,7,7.7
Mathematics,56.56,98.5,63.56,89.78,88.38,65.0,82.93,16.9,Yes,No,Medium,7,6.2
Engineering,99.22,48.15,80.26,97.5,96.37,78.7,98.18,29.1,No,Yes,Low,3,5.0
Mathematics,78.09,95.16,62.67,52.67,74.42,16.9,51.53,19.8,No,No,High,10,6.6
Engineering,91.91,40.22,51.17,76.32,68.68,55.9,91.88,8.4,No,No,Medium,4,7.3
Mathematics,70.31,83.51,90.8,80.1,72.63,42.5,94.26,23.3,Yes,Yes,Medium,10,8.6
CS,84.86,89.33,73.46,90.04,80.77,43.1,64.0,28.1,No,Yes,Low,8,8.1
Engineering,70.05,72.68,40.07,94.68,91.52,48.3,83.83,6.2,No,Yes,High,7,7.7
Engineering,94.73,89.47,88.53,56.87,84.7,18.700000000000003,81.3,29.3,No,Yes,Low,8,5.3
Business,94.11,85.54,95.14,50.45,63.6,37.6,64.68,29.0,Yes,No,Medium,2,7.3
Business,54.85,98.03,60.13,54.86,59.21,7.199999999999999,69.35,6.9,No,Yes,High,9,7.3
Engineering,99.75,59.29,88.46,76.89,57.87,5.6000000000000005,82.79,10.7,No,Yes,High,6,6.3
Business,95.08,60.07,85.51,90.52,95.65,42.1,50.33,17.3,No,Yes,Medium,8,7.0
Business,77.39,77.74,47.24,78.0,66.59,51.3,55.97,27.8,No,No,Low,7,7.0
Business,98.6,91.37,70.23,94.06,68.12,99.8,94.29,15.0,Yes,Yes,High,7,5.2
Mathematics,98.55,96.14,98.82,74.99,74.17,91.7,86.68,22.6,No,Yes,Medium,1,6.6
Business,81.6,95.88,45.38,69.46,88.95,61.5,98.01,17.1,No,No,High,6,5.7
Mathematics,68.57,62.84,91.07,85.94,51.77,47.6,68.34,20.2,Yes,No,Medium,1,7.3
Engineering,95.97,67.31,56.89,60.26,74.67,31.9,50.6,17.4,No,No,Low,9,4.4
Mathematics,89.47,57.77,41.63,52.64,86.49,69.1,74.34,21.3,No,No,Medium,9,5.0
Engineering,56.21,56.68,54.24,56.63,79.69,98.6,86.72,13.1,Yes,No,Medium,6,4.0
Business,57.96,55.54,87.75,84.6,90.53,85.5,77.94,16.8,Yes,Yes,High,8,8.1
Mathematics,51.01,85.12,76.33,54.15,85.23,72.30000000000001,75.01,18.2,Yes,No,Medium,4,6.5
CS,97.91,83.16,47.03,76.07,65.64,63.1,55.27,26.9,No,No,Low,10,8.4
Business,54.17,93.9,91.58,61.52,92.85,67.2,64.65,10.5,No,Yes,Low,8,7.1
Mathematics,65.63,95.34,44.9,52.62,97.61,82.2,62.99,23.1,No,Yes,Low,7,5.4
Engineering,51.15,45.94,74.18,59.72,93.99,30.5,67.86,24.6,Yes,No,Medium,5,6.4
